Qvsn,Q(V)_100,Q(V)_10
,1.031289511,1.040150919
,1.031351913,1.040172189
,1.031413692,1.040193848
,1.031475854,1.040215671
,1.031539404,1.040237433
,1.031605342,1.040258921
,1.031673979,1.040279962
,1.031744365,1.040300389
,1.031815415,1.040320034
,1.031886043,1.040338732
,1.031955164,1.040356313
,1.032021693,1.040372613
,1.03208456,1.040387462
,1.032143449,1.040400828
,1.032199129,1.040413179
,1.032252453,1.040425104
,1.032304276,1.040437192
,1.032355449,1.040450031
,1.032406827,1.040464211
,1.032459236,1.040480319
,1.032512963,1.040498893
,1.032567808,1.040519813
,1.032623549,1.04054251
,1.032679967,1.040566407
,1.032736841,1.040590927
,1.03279395,1.040615491
,1.032851077,1.040639522
,1.032908032,1.040662444
,1.032964659,1.040683804
,1.033020803,1.040703672
,1.033076309,1.040722251
,1.033131023,1.040739744
,1.03318479,1.040756355
,1.033237457,1.040772285
,1.033288955,1.040787739
,1.033339362,1.040802918
,1.033388765,1.040818018
,1.033437254,1.040833103
,1.033484918,1.040848137
,1.033531846,1.040863081
,1.033578127,1.040877896
,1.033623843,1.040892543
,1.033669066,1.040906984
,1.033713869,1.040921179
,1.033758322,1.040935102
,1.033802497,1.040948848
,1.033846466,1.040962586
,1.033890301,1.040976484
,1.033934053,1.040990713
,1.033977737,1.041005441
,1.034021359,1.041020838
,1.034064929,1.041037034
,1.034108454,1.041053914
,1.034151943,1.04107127
,1.034195403,1.041088892
,1.034238798,1.041106572
,1.034281892,1.041124101
,1.034324394,1.04114127
,1.034366012,1.041157869
,1.034406456,1.04117369
,1.034445432,1.041188586
,1.03448265,1.041202696
,1.034517896,1.041216234
,1.034551534,1.041229419
,1.034584195,1.041242468
,1.034616514,1.041255597
,1.034649122,1.041269024
,1.034682653,1.041282951
,1.03471774,1.041297374
,1.034754939,1.04131213
,1.034794065,1.04132705
,1.034834519,1.041341968
,1.034875697,1.041356714
,1.034916995,1.041371122
,1.034957808,1.041385032
,1.034997533,1.041398499
,1.035035612,1.041411798
,1.035072112,1.041425215
,1.035107528,1.041439033
,1.035142364,1.04145354
,1.035177124,1.041469019
,1.035212312,1.041485756
,1.035248432,1.041503989
,1.035285948,1.041523476
,1.035324685,1.041543693
,1.035363973,1.041564109
,1.035403126,1.041584196
,1.03544146,1.041603425
,1.03547829,1.041621266
,1.03551293,1.04163719
,1.035544743,1.041650715
,1.035573835,1.041661957
,1.035600909,1.041671448
,1.035626686,1.041679732
,1.035651888,1.04168735
,1.035677234,1.041694845
,1.035703445,1.041702759
,1.035731191,1.041711635
,1.035760532,1.041722014
,1.03579113,1.041734338
,1.035822639,1.041748423
,1.035854714,1.041763841
,1.035887012,1.041780166
,1.035919185,1.041796968
,1.035950901,1.041813822
,1.035981977,1.0418303
,1.036012344,1.041845974
,1.036041936,1.041860483
,1.036070688,1.041873877
,1.036098533,1.041886354
,1.036125407,1.041898117
,1.036151244,1.041909366
,1.036176116,1.041920304
,1.036200362,1.041931131
,1.036224352,1.041942036
,1.036248457,1.041953118
,1.036273047,1.041964428
,1.036298492,1.041976017
,1.03632516,1.041987935
,1.036353166,1.042000235
,1.036382143,1.042012967
,1.036411669,1.042026183
,1.03644132,1.042039931
,1.036470673,1.042054124
,1.036499307,1.042068472
,1.036526799,1.042082671
,1.036552828,1.042096418
,1.036577499,1.042109407
,1.036601024,1.042121336
,1.036623617,1.042131909
,1.036645491,1.04214108
,1.036666858,1.042149055
,1.036687931,1.042156052
,1.036708924,1.042162287
,1.03673005,1.04216798
,1.03675152,1.042173346
,1.036773549,1.042178604
,1.03679635,1.042183971
,1.036820135,1.042189665
,1.036845117,1.042195904
,1.036871509,1.042202904
